RunID,RunTime,Type,QuestionID,Question,ModelName,Parsed,OK,Note
20250914-024833__fall-aib-2025,2025-09-14 02:51:47 +0300,numeric,38806,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Green),OpenRouter-Default [openai/gpt-4o],"{""P10"": 1.0, ""P20"": 1.0, ""P40"": 2.0, ""P60"": 2.0, ""P80"": 3.0, ""P90"": 3.0}",True,
20250914-024833__fall-aib-2025,2025-09-14 02:51:47 +0300,numeric,38806,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Green),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 0.0, ""P20"": 1.0, ""P40"": 2.0, ""P60"": 2.0, ""P80"": 3.0, ""P90"": 4.0}",True,
20250914-024833__fall-aib-2025,2025-09-14 02:51:47 +0300,numeric,38806,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Green),Gemini [gemini-2.5-pro],"{""P10"": 1.0, ""P20"": 1.0, ""P40"": 2.0, ""P60"": 2.0, ""P80"": 2.0, ""P90"": 3.0}",True,
20250914-024833__fall-aib-2025,2025-09-14 02:51:47 +0300,numeric,38806,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Green),Grok [grok-4],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",False,fallback_default
20250914-141629__fall-aib-2025,2025-09-14 14:18:24 +0300,numeric,38796,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Conservative),OpenRouter-Default [openai/gpt-4o],"{""P10"": 130.0, ""P20"": 140.0, ""P40"": 150.0, ""P60"": 160.0, ""P80"": 170.0, ""P90"": 180.0}",True,
20250914-141629__fall-aib-2025,2025-09-14 14:18:24 +0300,numeric,38796,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Conservative),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 145.0, ""P20"": 155.0, ""P40"": 170.0, ""P60"": 180.0, ""P80"": 195.0, ""P90"": 205.0}",True,
20250914-141629__fall-aib-2025,2025-09-14 14:18:24 +0300,numeric,38796,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Conservative),Gemini [gemini-2.5-pro],"{""P10"": 162.0, ""P20"": 174.0, ""P40"": 187.0, ""P60"": 203.0, ""P80"": 215.0, ""P90"": 224.0}",True,
20250914-141629__fall-aib-2025,2025-09-14 14:18:24 +0300,numeric,38796,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Conservative),Grok [grok-4],"{""P10"": 155.0, ""P20"": 170.0, ""P40"": 185.0, ""P60"": 200.0, ""P80"": 220.0, ""P90"": 235.0}",True,
20250914-142847__fall-aib-2025,2025-09-14 14:30:21 +0300,numeric,38796,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Conservative),OpenRouter-Default [openai/gpt-4o],"{""P10"": 135.0, ""P20"": 140.0, ""P40"": 150.0, ""P60"": 160.0, ""P80"": 170.0, ""P90"": 175.0}",True,
20250914-142847__fall-aib-2025,2025-09-14 14:30:21 +0300,numeric,38796,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Conservative),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 135.0, ""P20"": 145.0, ""P40"": 160.0, ""P60"": 175.0, ""P80"": 190.0, ""P90"": 200.0}",True,
20250914-142847__fall-aib-2025,2025-09-14 14:30:21 +0300,numeric,38796,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Conservative),Gemini [gemini-2.5-pro],"{""P10"": 155.0, ""P20"": 164.0, ""P40"": 172.0, ""P60"": 184.0, ""P80"": 195.0, ""P90"": 205.0}",True,
20250914-142847__fall-aib-2025,2025-09-14 14:30:21 +0300,numeric,38796,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Conservative),Grok [grok-4],"{""P10"": 105.0, ""P20"": 130.0, ""P40"": 150.0, ""P60"": 170.0, ""P80"": 195.0, ""P90"": 220.0}",True,
20250914-144813__fall-aib-2025,2025-09-14 14:49:56 +0300,numeric,38796,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Conservative),OpenRouter-Default [openai/gpt-4o],"{""P10"": 130.0, ""P20"": 140.0, ""P40"": 150.0, ""P60"": 160.0, ""P80"": 170.0, ""P90"": 180.0}",True,
20250914-144813__fall-aib-2025,2025-09-14 14:49:56 +0300,numeric,38796,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Conservative),Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 115.0, ""P20"": 125.0, ""P40"": 140.0, ""P60"": 150.0, ""P80"": 165.0, ""P90"": 175.0}",True,
20250914-144813__fall-aib-2025,2025-09-14 14:49:56 +0300,numeric,38796,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Conservative),Gemini [gemini-2.5-pro],"{""P10"": 145.0, ""P20"": 156.0, ""P40"": 167.0, ""P60"": 178.0, ""P80"": 188.0, ""P90"": 200.0}",True,
20250914-144813__fall-aib-2025,2025-09-14 14:49:56 +0300,numeric,38796,How many seats in the Canadian House of Commons will these parties win in the 2025 federal election? (Conservative),Grok [grok-4],"{""P10"": 110.0, ""P20"": 125.0, ""P40"": 140.0, ""P60"": 155.0, ""P80"": 175.0, ""P90"": 190.0}",True,
=======
20250909-175339__fall-aib-2025,2025-09-09 17:54:50 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.025000,True,
20250909-175339__fall-aib-2025,2025-09-09 17:54:50 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.080000,True,
20250909-175339__fall-aib-2025,2025-09-09 17:54:50 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],null,False,parse_failed
20250909-175339__fall-aib-2025,2025-09-09 17:54:50 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.030000,True,
20250909-175339__fall-aib-2025,2025-09-09 17:58:28 +0300,numeric,14333,How old will the oldest living person be in 2100?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 115.0, ""P20"": 117.0, ""P40"": 120.0, ""P60"": 122.0, ""P80"": 125.0, ""P90"": 128.0}",True,
20250909-175339__fall-aib-2025,2025-09-09 17:58:28 +0300,numeric,14333,How old will the oldest living person be in 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 116.0, ""P20"": 118.0, ""P40"": 121.0, ""P60"": 124.0, ""P80"": 129.0, ""P90"": 135.0}",True,
20250909-175339__fall-aib-2025,2025-09-09 17:58:28 +0300,numeric,14333,How old will the oldest living person be in 2100?,Gemini [gemini-2.5-pro],"{""P10"": 120.0, ""P20"": 122.0, ""P40"": 126.0, ""P60"": 128.0, ""P80"": 132.0, ""P90"": 136.0}",True,
20250909-175339__fall-aib-2025,2025-09-09 17:58:28 +0300,numeric,14333,How old will the oldest living person be in 2100?,Grok [grok-4],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",False,fallback_default
20250909-175339__fall-aib-2025,2025-09-09 18:00:20 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",OpenRouter-Default [openai/gpt-4o],"[0.35, 0.4, 0.15, 0.07, 0.02, 0.01]",True,
20250909-175339__fall-aib-2025,2025-09-09 18:00:20 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"[0.24324324324324323, 0.13513513513513511, 0.05405405405405406, 0.016216216216216214, 0.01081081081081081, 0.5405405405405405]",True,
20250909-175339__fall-aib-2025,2025-09-09 18:00:20 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Gemini [gemini-2.5-pro],"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",False,fallback_equal
20250909-175339__fall-aib-2025,2025-09-09 18:00:20 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Grok [grok-4],"[0.2, 0.3, 0.25, 0.15, 0.07, 0.03]",True,
20250909-175339__fall-aib-2025,2025-09-09 18:02:59 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 2.0, ""P20"": 3.0, ""P40"": 3.0, ""P60"": 4.0, ""P80"": 5.0, ""P90"": 6.0}",True,
20250909-175339__fall-aib-2025,2025-09-09 18:02:59 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 3.0, ""P60"": 5.0, ""P80"": 7.0, ""P90"": 9.0}",True,
20250909-175339__fall-aib-2025,2025-09-09 18:02:59 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Gemini [gemini-2.5-pro],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",False,fallback_default
20250909-175339__fall-aib-2025,2025-09-09 18:02:59 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Grok [grok-4],"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 3.0, ""P60"": 4.0, ""P80"": 7.0, ""P90"": 9.0}",True,
20250909-182654,2025-09-09 18:28:10 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.05,True,
20250909-182654,2025-09-09 18:28:10 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.1,True,
20250909-182654,2025-09-09 18:28:10 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],0.05,True,
20250909-182654,2025-09-09 18:28:10 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.03,True,
20250909-182811,2025-09-09 18:31:12 +0300,numeric,14333,How old will the oldest living person be in 2100?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 115.0, ""P20"": 117.0, ""P40"": 120.0, ""P60"": 122.0, ""P80"": 124.0, ""P90"": 126.0}",True,
20250909-182811,2025-09-09 18:31:12 +0300,numeric,14333,How old will the oldest living person be in 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 117.0, ""P20"": 119.0, ""P40"": 122.0, ""P60"": 126.0, ""P80"": 132.0, ""P90"": 140.0}",True,
20250909-182811,2025-09-09 18:31:12 +0300,numeric,14333,How old will the oldest living person be in 2100?,Gemini [gemini-2.5-pro],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",False,fallback_default
20250909-182811,2025-09-09 18:31:12 +0300,numeric,14333,How old will the oldest living person be in 2100?,Grok [grok-4],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",False,fallback_default
20250909-184016,2025-09-09 18:41:38 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.05,True,
20250909-184016,2025-09-09 18:41:38 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.07,True,
20250909-184016,2025-09-09 18:41:38 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],0.06,True,
20250909-184016,2025-09-09 18:41:38 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.08,True,
20250909-184140,2025-09-09 18:44:40 +0300,numeric,14333,How old will the oldest living person be in 2100?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 115.0, ""P20"": 117.0, ""P40"": 120.0, ""P60"": 123.0, ""P80"": 126.0, ""P90"": 128.0}",True,
20250909-184140,2025-09-09 18:44:40 +0300,numeric,14333,How old will the oldest living person be in 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 117.0, ""P20"": 120.0, ""P40"": 124.0, ""P60"": 128.0, ""P80"": 135.0, ""P90"": 142.0}",True,
20250909-184140,2025-09-09 18:44:40 +0300,numeric,14333,How old will the oldest living person be in 2100?,Gemini [gemini-2.5-pro],"{""P10"": 121.0, ""P20"": 123.0, ""P40"": 125.0, ""P60"": 127.0, ""P80"": 131.0, ""P90"": 135.0}",True,
20250909-184140,2025-09-09 18:44:40 +0300,numeric,14333,How old will the oldest living person be in 2100?,Grok [grok-4],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",False,fallback_default
20250909-184441,2025-09-09 18:46:32 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",OpenRouter-Default [openai/gpt-4o],"[0.30000000000000004, 0.35000000000000003, 0.20000000000000004, 0.10000000000000002, 0.030000000000000002, 0.020000000000000004]",True,
20250909-184441,2025-09-09 18:46:32 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"[0.35, 0.38, 0.18, 0.06, 0.02, 0.01]",True,
20250909-184441,2025-09-09 18:46:32 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Gemini [gemini-2.5-pro],"[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]",False,fallback_equal
20250909-184441,2025-09-09 18:46:32 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Grok [grok-4],"[0.25, 0.35, 0.2, 0.1, 0.06, 0.04]",True,
20250909-184633,2025-09-09 18:49:18 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 2.0, ""P20"": 2.5, ""P40"": 3.0, ""P60"": 3.5, ""P80"": 4.0, ""P90"": 5.0}",True,
20250909-184633,2025-09-09 18:49:18 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 3.0, ""P60"": 4.0, ""P80"": 6.0, ""P90"": 8.0}",True,
20250909-184633,2025-09-09 18:49:18 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Gemini [gemini-2.5-pro],"{""P10"": 2.0, ""P20"": 3.0, ""P40"": 4.0, ""P60"": 5.0, ""P80"": 6.0, ""P90"": 8.0}",True,
20250909-184633,2025-09-09 18:49:18 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Grok [grok-4],"{""P10"": 0.0, ""P20"": 1.0, ""P40"": 2.0, ""P60"": 4.0, ""P80"": 6.0, ""P90"": 9.0}",True,
20250909-185713,2025-09-09 18:58:09 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.03,True,
20250909-185713,2025-09-09 18:58:09 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.035,True,
20250909-185713,2025-09-09 18:58:09 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],0.03,True,
20250909-185713,2025-09-09 18:58:09 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.04,True,
20250909-185811,2025-09-09 19:01:12 +0300,numeric,14333,How old will the oldest living person be in 2100?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 115.0, ""P20"": 117.0, ""P40"": 119.0, ""P60"": 121.0, ""P80"": 123.0, ""P90"": 125.0}",True,
20250909-185811,2025-09-09 19:01:12 +0300,numeric,14333,How old will the oldest living person be in 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 116.0, ""P20"": 118.0, ""P40"": 121.0, ""P60"": 124.0, ""P80"": 128.0, ""P90"": 132.0}",True,
20250909-185811,2025-09-09 19:01:12 +0300,numeric,14333,How old will the oldest living person be in 2100?,Gemini [gemini-2.5-pro],"{""P10"": 117.0, ""P20"": 119.0, ""P40"": 121.0, ""P60"": 124.0, ""P80"": 128.0, ""P90"": 132.0}",True,
20250909-185811,2025-09-09 19:01:12 +0300,numeric,14333,How old will the oldest living person be in 2100?,Grok [grok-4],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",False,fallback_default
20250909-190113,2025-09-09 19:04:01 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",OpenRouter-Default [openai/gpt-4o],"[0.4, 0.35, 0.15, 0.05, 0.03, 0.02]",True,
20250909-190113,2025-09-09 19:04:01 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"[0.28, 0.38, 0.22, 0.07, 0.03, 0.02]",True,
20250909-190113,2025-09-09 19:04:01 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Gemini [gemini-2.5-pro],"[0.64, 0.28, 0.06, 0.01, 0.005, 0.005]",True,
20250909-190113,2025-09-09 19:04:01 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Grok [grok-4],"[0.33, 0.38, 0.18, 0.07, 0.03, 0.01]",True,
20250909-190402,2025-09-09 19:06:31 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 2.0, ""P20"": 2.5, ""P40"": 3.0, ""P60"": 3.5, ""P80"": 4.5, ""P90"": 5.0}",True,
20250909-190402,2025-09-09 19:06:31 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 3.0, ""P60"": 4.0, ""P80"": 6.0, ""P90"": 8.0}",True,
20250909-190402,2025-09-09 19:06:31 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Gemini [gemini-2.5-pro],"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 3.0, ""P60"": 4.0, ""P80"": 6.0, ""P90"": 8.0}",True,
20250909-190402,2025-09-09 19:06:31 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Grok [grok-4],"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 3.0, ""P60"": 4.0, ""P80"": 5.0, ""P90"": 7.0}",True,
20250909-191749,2025-09-09 19:18:54 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.03,True,
20250909-191749,2025-09-09 19:18:54 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.08,True,
20250909-191749,2025-09-09 19:18:54 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],0.05,True,
20250909-191749,2025-09-09 19:18:54 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.07,True,
20250909-191855,2025-09-09 19:21:56 +0300,numeric,14333,How old will the oldest living person be in 2100?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 113.0, ""P20"": 115.0, ""P40"": 117.0, ""P60"": 119.0, ""P80"": 121.0, ""P90"": 123.0}",True,
20250909-191855,2025-09-09 19:21:56 +0300,numeric,14333,How old will the oldest living person be in 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 118.0, ""P20"": 121.0, ""P40"": 125.0, ""P60"": 129.0, ""P80"": 135.0, ""P90"": 142.0}",True,
20250909-191855,2025-09-09 19:21:56 +0300,numeric,14333,How old will the oldest living person be in 2100?,Gemini [gemini-2.5-pro],"{""P10"": 116.0, ""P20"": 117.0, ""P40"": 119.0, ""P60"": 121.0, ""P80"": 124.0, ""P90"": 126.0}",True,
20250909-191855,2025-09-09 19:21:56 +0300,numeric,14333,How old will the oldest living person be in 2100?,Grok [grok-4],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",False,fallback_default
20250909-192157,2025-09-09 19:23:35 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",OpenRouter-Default [openai/gpt-4o],"[0.35000000000000003, 0.30000000000000004, 0.20000000000000004, 0.08000000000000002, 0.05000000000000001, 0.020000000000000004]",True,
20250909-192157,2025-09-09 19:23:35 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"[0.19999999999999998, 0.14285714285714285, 0.04, 0.022857142857142857, 0.022857142857142857, 0.5714285714285714]",True,
20250909-192157,2025-09-09 19:23:35 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Gemini [gemini-2.5-pro],"[0.75, 0.22, 0.02, 0.01, 0.0, 0.0]",True,
20250909-192157,2025-09-09 19:23:35 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Grok [grok-4],"[0.35000000000000003, 0.30000000000000004, 0.20000000000000004, 0.08000000000000002, 0.04000000000000001, 0.030000000000000002]",True,
20250909-192336,2025-09-09 19:24:46 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 2.0, ""P20"": 3.0, ""P40"": 3.5, ""P60"": 4.0, ""P80"": 5.0, ""P90"": 6.0}",True,
20250909-192336,2025-09-09 19:24:46 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 3.0, ""P60"": 5.0, ""P80"": 7.0, ""P90"": 9.0}",True,
20250909-192336,2025-09-09 19:24:46 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Gemini [gemini-2.5-pro],"{""P10"": 2.0, ""P20"": 3.0, ""P40"": 4.0, ""P60"": 5.0, ""P80"": 7.0, ""P90"": 9.0}",True,
20250909-192336,2025-09-09 19:24:46 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Grok [grok-4],"{""P10"": 0.0, ""P20"": 1.0, ""P40"": 2.0, ""P60"": 3.0, ""P80"": 5.0, ""P90"": 7.0}",True,
20250909-193608,2025-09-09 19:37:21 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.025,True,
20250909-193608,2025-09-09 19:37:21 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.03,True,
20250909-193608,2025-09-09 19:37:21 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],0.03,True,
20250909-193608,2025-09-09 19:37:21 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.04,True,
20250909-193722,2025-09-09 19:40:23 +0300,numeric,14333,How old will the oldest living person be in 2100?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 110.0, ""P20"": 112.0, ""P40"": 115.0, ""P60"": 117.0, ""P80"": 119.0, ""P90"": 121.0}",True,
20250909-193722,2025-09-09 19:40:23 +0300,numeric,14333,How old will the oldest living person be in 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 117.0, ""P20"": 120.0, ""P40"": 124.0, ""P60"": 128.0, ""P80"": 135.0, ""P90"": 145.0}",True,
20250909-193722,2025-09-09 19:40:23 +0300,numeric,14333,How old will the oldest living person be in 2100?,Gemini [gemini-2.5-pro],"{""P10"": 117.0, ""P20"": 119.0, ""P40"": 121.0, ""P60"": 123.0, ""P80"": 125.0, ""P90"": 126.0}",True,
20250909-193722,2025-09-09 19:40:23 +0300,numeric,14333,How old will the oldest living person be in 2100?,Grok [grok-4],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",False,fallback_default
20250909-194024,2025-09-09 19:42:02 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",OpenRouter-Default [openai/gpt-4o],"[0.4, 0.35, 0.15, 0.07, 0.02, 0.01]",True,
20250909-194024,2025-09-09 19:42:02 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"[0.22, 0.42, 0.24, 0.08, 0.03, 0.01]",True,
20250909-194024,2025-09-09 19:42:02 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Gemini [gemini-2.5-pro],"[0.76, 0.19, 0.04, 0.01, 0.0, 0.0]",True,
20250909-194024,2025-09-09 19:42:02 +0300,multiple_choice,22427,"Before 2030, how many new AI labs will be leading labs within 2 years of their founding?",Grok [grok-4],"[0.4, 0.45, 0.13, 0.02, 0.0, 0.0]",True,
20250909-194204,2025-09-09 19:44:26 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,OpenRouter-Default [openai/gpt-4o],"{""P10"": 2.0, ""P20"": 3.0, ""P40"": 3.0, ""P60"": 4.0, ""P80"": 5.0, ""P90"": 6.0}",True,
20250909-194204,2025-09-09 19:44:26 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],"{""P10"": 3.0, ""P20"": 4.0, ""P40"": 6.0, ""P60"": 8.0, ""P80"": 11.0, ""P90"": 14.0}",True,
20250909-194204,2025-09-09 19:44:26 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Gemini [gemini-2.5-pro],"{""P10"": 10.0, ""P20"": 20.0, ""P40"": 40.0, ""P50"": 50.0, ""P60"": 60.0, ""P80"": 80.0, ""P90"": 90.0}",False,fallback_default
20250909-194204,2025-09-09 19:44:26 +0300,discrete,38195,How many major US labor strikes with generative AI as one of their main reasons will start in 2029?,Grok [grok-4],"{""P10"": 1.0, ""P20"": 2.0, ""P40"": 3.0, ""P60"": 4.0, ""P80"": 6.0, ""P90"": 8.0}",True,
20250909-220735,2025-09-09 22:08:44 +0300,binary,578,Will humans go extinct before 2100?,OpenRouter-Default [openai/gpt-4o],0.030000,True,
20250909-220735,2025-09-09 22:08:44 +0300,binary,578,Will humans go extinct before 2100?,Claude-3.7-Sonnet (OR) [anthropic/claude-3.7-sonnet],0.060000,True,
20250909-220735,2025-09-09 22:08:44 +0300,binary,578,Will humans go extinct before 2100?,Gemini [gemini-2.5-pro],0.060000,True,
20250909-220735,2025-09-09 22:08:44 +0300,binary,578,Will humans go extinct before 2100?,Grok [grok-4],0.060000,True,
